#    L    TT             EE             TE             PP             TP          
   643   0.253098E-09   0.437541E-11  -0.508199E-12   0.757283E-07   0.175185E-10
   644   0.252324E-09   0.440860E-11  -0.703283E-12   0.755355E-07   0.176275E-10
   645   0.251574E-09   0.444125E-11  -0.901179E-12   0.753435E-07   0.177323E-10
   646   0.250846E-09   0.447334E-11  -0.110181E-11   0.751522E-07   0.178336E-10
   647   0.250141E-09   0.450487E-11  -0.130508E-11   0.749616E-07   0.179323E-10
   648   0.249459E-09   0.453580E-11  -0.151094E-11   0.747718E-07   0.180291E-10
   649   0.248800E-09   0.456615E-11  -0.171926E-11   0.745826E-07   0.181249E-10
   650   0.248165E-09   0.459588E-11  -0.192998E-11   0.743942E-07   0.182206E-10
   651   0.247554E-09   0.462501E-11  -0.214300E-11   0.742065E-07   0.183169E-10
   652   0.246967E-09   0.465351E-11  -0.235823E-11   0.740196E-07   0.184147E-10
   653   0.246405E-09   0.468139E-11  -0.257559E-11   0.738333E-07   0.185148E-10
   654   0.245868E-09   0.470862E-11  -0.279498E-11   0.736478E-07   0.186179E-10
   655   0.245357E-09   0.473519E-11  -0.301632E-11   0.734629E-07   0.187250E-10
   656   0.244870E-09   0.476112E-11  -0.323949E-11   0.732788E-07   0.188368E-10
   657   0.244409E-09   0.478637E-11  -0.346444E-11   0.730953E-07   0.189542E-10
   658   0.243974E-09   0.481093E-11  -0.369102E-11   0.729126E-07   0.190780E-10
   659   0.243565E-09   0.483480E-11  -0.391917E-11   0.727305E-07   0.192086E-10
   660   0.243182E-09   0.485797E-11  -0.414879E-11   0.725492E-07   0.193457E-10
   661   0.242825E-09   0.488041E-11  -0.437977E-11   0.723685E-07   0.194883E-10
   662   0.242495E-09   0.490212E-11  -0.461202E-11   0.721885E-07   0.196356E-10
   663   0.242192E-09   0.492310E-11  -0.484545E-11   0.720091E-07   0.197867E-10
   664   0.241915E-09   0.494333E-11  -0.507993E-11   0.718305E-07   0.199409E-10
   665   0.241665E-09   0.496281E-11  -0.531540E-11   0.716525E-07   0.200972E-10
   666   0.241442E-09   0.498152E-11  -0.555174E-11   0.714752E-07   0.202550E-10
   667   0.241245E-09   0.499948E-11  -0.578885E-11   0.712985E-07   0.204132E-10
   668   0.241077E-09   0.501666E-11  -0.602663E-11   0.711225E-07   0.205712E-10
   669   0.240934E-09   0.503304E-11  -0.626498E-11   0.709472E-07   0.207280E-10
   670   0.240820E-09   0.504865E-11  -0.650381E-11   0.707725E-07   0.208828E-10
   671   0.240733E-09   0.506346E-11  -0.674300E-11   0.705985E-07   0.210349E-10
   672   0.240673E-09   0.507747E-11  -0.698248E-11   0.704251E-07   0.211833E-10
   673   0.240640E-09   0.509067E-11  -0.722211E-11   0.702523E-07   0.213272E-10
   674   0.240634E-09   0.510307E-11  -0.746182E-11   0.700802E-07   0.214658E-10
   675   0.240657E-09   0.511465E-11  -0.770150E-11   0.699088E-07   0.215983E-10
   676   0.240706E-09   0.512540E-11  -0.794103E-11   0.697380E-07   0.217239E-10
   677   0.240783E-09   0.513534E-11  -0.818034E-11   0.695678E-07   0.218431E-10
   678   0.240886E-09   0.514444E-11  -0.841928E-11   0.693982E-07   0.219560E-10
   679   0.241016E-09   0.515270E-11  -0.865776E-11   0.692293E-07   0.220632E-10
   680   0.241174E-09   0.516012E-11  -0.889568E-11   0.690609E-07   0.221649E-10
   681   0.241358E-09   0.516668E-11  -0.913291E-11   0.688932E-07   0.222617E-10
   682   0.241568E-09   0.517240E-11  -0.936935E-11   0.687262E-07   0.223539E-10
   683   0.241805E-09   0.517724E-11  -0.960489E-11   0.685597E-07   0.224420E-10
   684   0.242069E-09   0.518122E-11  -0.983944E-11   0.683938E-07   0.225262E-10
   685   0.242357E-09   0.518436E-11  -0.100729E-10   0.682286E-07   0.226071E-10
   686   0.242672E-09   0.518664E-11  -0.103051E-10   0.680639E-07   0.226850E-10
   687   0.243012E-09   0.518808E-11  -0.105361E-10   0.678999E-07   0.227603E-10
   688   0.243379E-09   0.518866E-11  -0.107658E-10   0.677364E-07   0.228334E-10
   689   0.243771E-09   0.518840E-11  -0.109940E-10   0.675736E-07   0.229048E-10
   690   0.244188E-09   0.518731E-11  -0.112205E-10   0.674113E-07   0.229747E-10
   691   0.244630E-09   0.518538E-11  -0.114454E-10   0.672496E-07   0.230437E-10
   692   0.245096E-09   0.518261E-11  -0.116686E-10   0.670886E-07   0.231120E-10
   693   0.245587E-09   0.517900E-11  -0.118900E-10   0.669281E-07   0.231802E-10
   694   0.246102E-09   0.517456E-11  -0.121093E-10   0.667681E-07   0.232482E-10
   695   0.246642E-09   0.516928E-11  -0.123266E-10   0.666088E-07   0.233163E-10
   696   0.247204E-09   0.516315E-11  -0.125417E-10   0.664500E-07   0.233844E-10
   697   0.247790E-09   0.515621E-11  -0.127546E-10   0.662918E-07   0.234527E-10
   698   0.248398E-09   0.514843E-11  -0.129651E-10   0.661342E-07   0.235212E-10
   699   0.249031E-09   0.513982E-11  -0.131732E-10   0.659771E-07   0.235901E-10
   700   0.249685E-09   0.513039E-11  -0.133787E-10   0.658206E-07   0.236594E-10
   701   0.250362E-09   0.512014E-11  -0.135817E-10   0.656647E-07   0.237293E-10
   702   0.251059E-09   0.510908E-11  -0.137819E-10   0.655093E-07   0.237998E-10
   703   0.251779E-09   0.509721E-11  -0.139795E-10   0.653545E-07   0.238710E-10
   704   0.252520E-09   0.508454E-11  -0.141740E-10   0.652002E-07   0.239430E-10
   705   0.253281E-09   0.507108E-11  -0.143657E-10   0.650464E-07   0.240159E-10
   706   0.254065E-09   0.505683E-11  -0.145543E-10   0.648933E-07   0.240898E-10
   707   0.254867E-09   0.504181E-11  -0.147397E-10   0.647406E-07   0.241647E-10
   708   0.255689E-09   0.502600E-11  -0.149221E-10   0.645885E-07   0.242408E-10
   709   0.256531E-09   0.500945E-11  -0.151012E-10   0.644370E-07   0.243182E-10
   710   0.257392E-09   0.499213E-11  -0.152769E-10   0.642860E-07   0.243968E-10
   711   0.258271E-09   0.497407E-11  -0.154492E-10   0.641355E-07   0.244764E-10
   712   0.259169E-09   0.495527E-11  -0.156180E-10   0.639855E-07   0.245568E-10
   713   0.260083E-09   0.493573E-11  -0.157832E-10   0.638361E-07   0.246376E-10
   714   0.261015E-09   0.491547E-11  -0.159446E-10   0.636872E-07   0.247184E-10
   715   0.261964E-09   0.489449E-11  -0.161024E-10   0.635388E-07   0.247991E-10
   716   0.262927E-09   0.487279E-11  -0.162563E-10   0.633909E-07   0.248792E-10
   717   0.263906E-09   0.485039E-11  -0.164063E-10   0.632436E-07   0.249584E-10
   718   0.264900E-09   0.482728E-11  -0.165522E-10   0.630967E-07   0.250365E-10
   719   0.265907E-09   0.480350E-11  -0.166940E-10   0.629504E-07   0.251132E-10
   720   0.266929E-09   0.477904E-11  -0.168318E-10   0.628046E-07   0.251880E-10
   721   0.267963E-09   0.475393E-11  -0.169654E-10   0.626593E-07   0.252608E-10
   722   0.269009E-09   0.472817E-11  -0.170947E-10   0.625145E-07   0.253312E-10
   723   0.270069E-09   0.470179E-11  -0.172198E-10   0.623702E-07   0.253989E-10
   724   0.271140E-09   0.467480E-11  -0.173406E-10   0.622264E-07   0.254635E-10
   725   0.272222E-09   0.464722E-11  -0.174569E-10   0.620831E-07   0.255248E-10
   726   0.273315E-09   0.461904E-11  -0.175689E-10   0.619403E-07   0.255825E-10
   727   0.274418E-09   0.459030E-11  -0.176763E-10   0.617980E-07   0.256363E-10
   728   0.275532E-09   0.456098E-11  -0.177793E-10   0.616561E-07   0.256864E-10
   729   0.276654E-09   0.453113E-11  -0.178775E-10   0.615148E-07   0.257332E-10
   730   0.277784E-09   0.450073E-11  -0.179712E-10   0.613739E-07   0.257770E-10
   731   0.278924E-09   0.446981E-11  -0.180603E-10   0.612336E-07   0.258181E-10
   732   0.280070E-09   0.443837E-11  -0.181445E-10   0.610937E-07   0.258568E-10
   733   0.281224E-09   0.440645E-11  -0.182240E-10   0.609542E-07   0.258933E-10
   734   0.282385E-09   0.437403E-11  -0.182986E-10   0.608153E-07   0.259281E-10
   735   0.283551E-09   0.434115E-11  -0.183685E-10   0.606768E-07   0.259615E-10
   736   0.284724E-09   0.430783E-11  -0.184335E-10   0.605388E-07   0.259936E-10
   737   0.285900E-09   0.427405E-11  -0.184936E-10   0.604013E-07   0.260249E-10
   738   0.287082E-09   0.423987E-11  -0.185488E-10   0.602642E-07   0.260557E-10
   739   0.288268E-09   0.420527E-11  -0.185990E-10   0.601276E-07   0.260863E-10
   740   0.289457E-09   0.417029E-11  -0.186441E-10   0.599915E-07   0.261169E-10
   741   0.290649E-09   0.413494E-11  -0.186843E-10   0.598558E-07   0.261479E-10
   742   0.291843E-09   0.409924E-11  -0.187196E-10   0.597206E-07   0.261797E-10
   743   0.293039E-09   0.406320E-11  -0.187498E-10   0.595858E-07   0.262124E-10
   744   0.294236E-09   0.402685E-11  -0.187750E-10   0.594515E-07   0.262464E-10
   745   0.295433E-09   0.399021E-11  -0.187950E-10   0.593176E-07   0.262813E-10
   746   0.296629E-09   0.395327E-11  -0.188101E-10   0.591842E-07   0.263167E-10
   747   0.297825E-09   0.391607E-11  -0.188201E-10   0.590512E-07   0.263522E-10
   748   0.299019E-09   0.387862E-11  -0.188249E-10   0.589187E-07   0.263875E-10
   749   0.300212E-09   0.384093E-11  -0.188247E-10   0.587866E-07   0.264220E-10
   750   0.301401E-09   0.380302E-11  -0.188194E-10   0.586550E-07   0.264555E-10
   751   0.302587E-09   0.376490E-11  -0.188090E-10   0.585237E-07   0.264875E-10
   752   0.303767E-09   0.372660E-11  -0.187933E-10   0.583930E-07   0.265176E-10
   753   0.304944E-09   0.368812E-11  -0.187726E-10   0.582626E-07   0.265454E-10
   754   0.306116E-09   0.364949E-11  -0.187468E-10   0.581327E-07   0.265705E-10
   755   0.307281E-09   0.361072E-11  -0.187158E-10   0.580032E-07   0.265925E-10
   756   0.308439E-09   0.357184E-11  -0.186798E-10   0.578741E-07   0.266110E-10
   757   0.309593E-09   0.353287E-11  -0.186386E-10   0.577455E-07   0.266256E-10
   758   0.310738E-09   0.349381E-11  -0.185925E-10   0.576173E-07   0.266359E-10
   759   0.311877E-09   0.345470E-11  -0.185413E-10   0.574895E-07   0.266414E-10
   760   0.313007E-09   0.341556E-11  -0.184852E-10   0.573621E-07   0.266419E-10
   761   0.314129E-09   0.337639E-11  -0.184239E-10   0.572351E-07   0.266370E-10
   762   0.315242E-09   0.333721E-11  -0.183577E-10   0.571086E-07   0.266271E-10
   763   0.316345E-09   0.329805E-11  -0.182866E-10   0.569824E-07   0.266127E-10
   764   0.317436E-09   0.325890E-11  -0.182103E-10   0.568567E-07   0.265943E-10
   765   0.318517E-09   0.321981E-11  -0.181292E-10   0.567314E-07   0.265725E-10
   766   0.319586E-09   0.318078E-11  -0.180430E-10   0.566065E-07   0.265478E-10
   767   0.320642E-09   0.314181E-11  -0.179518E-10   0.564820E-07   0.265207E-10
   768   0.321685E-09   0.310295E-11  -0.178556E-10   0.563578E-07   0.264917E-10
   769   0.322714E-09   0.306420E-11  -0.177547E-10   0.562341E-07   0.264613E-10
   770   0.323729E-09   0.302559E-11  -0.176489E-10   0.561108E-07   0.264300E-10
   771   0.324729E-09   0.298713E-11  -0.175383E-10   0.559879E-07   0.263984E-10
   772   0.325712E-09   0.294886E-11  -0.174229E-10   0.558654E-07   0.263670E-10
   773   0.326681E-09   0.291077E-11  -0.173029E-10   0.557432E-07   0.263363E-10
   774   0.327633E-09   0.287290E-11  -0.171784E-10   0.556215E-07   0.263068E-10
   775   0.328567E-09   0.283527E-11  -0.170492E-10   0.555002E-07   0.262790E-10
   776   0.329486E-09   0.279788E-11  -0.169156E-10   0.553792E-07   0.262535E-10
   777   0.330387E-09   0.276077E-11  -0.167776E-10   0.552586E-07   0.262308E-10
   778   0.331271E-09   0.272393E-11  -0.166353E-10   0.551384E-07   0.262111E-10
   779   0.332139E-09   0.268739E-11  -0.164886E-10   0.550186E-07   0.261942E-10
   780   0.332988E-09   0.265117E-11  -0.163378E-10   0.548992E-07   0.261794E-10
   781   0.333820E-09   0.261528E-11  -0.161828E-10   0.547801E-07   0.261661E-10
   782   0.334634E-09   0.257973E-11  -0.160237E-10   0.546614E-07   0.261538E-10
   783   0.335429E-09   0.254454E-11  -0.158605E-10   0.545431E-07   0.261419E-10
   784   0.336204E-09   0.250973E-11  -0.156932E-10   0.544252E-07   0.261298E-10
   785   0.336959E-09   0.247530E-11  -0.155219E-10   0.543076E-07   0.261169E-10
   786   0.337693E-09   0.244127E-11  -0.153464E-10   0.541904E-07   0.261027E-10
   787   0.338405E-09   0.240765E-11  -0.151671E-10   0.540736E-07   0.260865E-10
   788   0.339095E-09   0.237447E-11  -0.149837E-10   0.539571E-07   0.260679E-10
   789   0.339761E-09   0.234174E-11  -0.147965E-10   0.538410E-07   0.260461E-10
   790   0.340405E-09   0.230947E-11  -0.146054E-10   0.537253E-07   0.260207E-10
   791   0.341026E-09   0.227769E-11  -0.144108E-10   0.536099E-07   0.259910E-10
   792   0.341623E-09   0.224642E-11  -0.142126E-10   0.534948E-07   0.259565E-10
   793   0.342196E-09   0.221569E-11  -0.140111E-10   0.533802E-07   0.259166E-10
   794   0.342745E-09   0.218549E-11  -0.138062E-10   0.532659E-07   0.258707E-10
   795   0.343269E-09   0.215587E-11  -0.135983E-10   0.531519E-07   0.258184E-10
   796   0.343769E-09   0.212682E-11  -0.133871E-10   0.530383E-07   0.257602E-10
   797   0.344245E-09   0.209835E-11  -0.131730E-10   0.529250E-07   0.256967E-10
   798   0.344696E-09   0.207047E-11  -0.129558E-10   0.528121E-07   0.256285E-10
   799   0.345123E-09   0.204319E-11  -0.127358E-10   0.526996E-07   0.255563E-10
   800   0.345525E-09   0.201652E-11  -0.125128E-10   0.525874E-07   0.254806E-10
   801   0.345902E-09   0.199047E-11  -0.122871E-10   0.524755E-07   0.254022E-10
   802   0.346255E-09   0.196502E-11  -0.120586E-10   0.523640E-07   0.253217E-10
   803   0.346582E-09   0.194023E-11  -0.118275E-10   0.522528E-07   0.252397E-10
   804   0.346884E-09   0.191608E-11  -0.115938E-10   0.521419E-07   0.251568E-10
   805   0.347159E-09   0.189261E-11  -0.113576E-10   0.520314E-07   0.250736E-10
   806   0.347405E-09   0.186982E-11  -0.111191E-10   0.519212E-07   0.249909E-10
   807   0.347624E-09   0.184774E-11  -0.108781E-10   0.518114E-07   0.249091E-10
   808   0.347815E-09   0.182638E-11  -0.106351E-10   0.517019E-07   0.248291E-10
   809   0.347977E-09   0.180575E-11  -0.103899E-10   0.515927E-07   0.247513E-10
   810   0.348109E-09   0.178586E-11  -0.101426E-10   0.514838E-07   0.246765E-10
   811   0.348213E-09   0.176672E-11  -0.989346E-11   0.513753E-07   0.246052E-10
   812   0.348290E-09   0.174833E-11  -0.964257E-11   0.512671E-07   0.245379E-10
   813   0.348338E-09   0.173070E-11  -0.939004E-11   0.511592E-07   0.244742E-10
   814   0.348360E-09   0.171383E-11  -0.913601E-11   0.510517E-07   0.244134E-10
   815   0.348356E-09   0.169773E-11  -0.888058E-11   0.509445E-07   0.243551E-10
   816   0.348325E-09   0.168240E-11  -0.862387E-11   0.508376E-07   0.242984E-10
   817   0.348268E-09   0.166786E-11  -0.836596E-11   0.507310E-07   0.242429E-10
   818   0.348183E-09   0.165410E-11  -0.810686E-11   0.506247E-07   0.241879E-10
   819   0.348071E-09   0.164114E-11  -0.784665E-11   0.505188E-07   0.241327E-10
   820   0.347930E-09   0.162899E-11  -0.758536E-11   0.504131E-07   0.240769E-10
   821   0.347758E-09   0.161766E-11  -0.732306E-11   0.503078E-07   0.240197E-10
   822   0.347557E-09   0.160715E-11  -0.705979E-11   0.502028E-07   0.239606E-10
   823   0.347324E-09   0.159747E-11  -0.679559E-11   0.500981E-07   0.238990E-10
   824   0.347062E-09   0.158863E-11  -0.653063E-11   0.499937E-07   0.238341E-10
   825   0.346770E-09   0.158063E-11  -0.626505E-11   0.498896E-07   0.237655E-10
   826   0.346450E-09   0.157348E-11  -0.599901E-11   0.497859E-07   0.236925E-10
   827   0.346101E-09   0.156716E-11  -0.573267E-11   0.496824E-07   0.236145E-10
   828   0.345725E-09   0.156169E-11  -0.546617E-11   0.495792E-07   0.235308E-10
   829   0.345323E-09   0.155707E-11  -0.519967E-11   0.494764E-07   0.234411E-10
   830   0.344894E-09   0.155331E-11  -0.493333E-11   0.493738E-07   0.233457E-10
   831   0.344440E-09   0.155039E-11  -0.466718E-11   0.492716E-07   0.232451E-10
   832   0.343959E-09   0.154833E-11  -0.440130E-11   0.491696E-07   0.231399E-10
   833   0.343449E-09   0.154714E-11  -0.413573E-11   0.490679E-07   0.230307E-10
   834   0.342913E-09   0.154681E-11  -0.387051E-11   0.489666E-07   0.229178E-10
   835   0.342348E-09   0.154736E-11  -0.360571E-11   0.488655E-07   0.228020E-10
   836   0.341752E-09   0.154879E-11  -0.334137E-11   0.487647E-07   0.226837E-10
   837   0.341128E-09   0.155109E-11  -0.307755E-11   0.486643E-07   0.225635E-10
   838   0.340476E-09   0.155428E-11  -0.281437E-11   0.485641E-07   0.224420E-10
   839   0.339793E-09   0.155834E-11  -0.255198E-11   0.484642E-07   0.223195E-10
   840   0.339085E-09   0.156327E-11  -0.229050E-11   0.483645E-07   0.221968E-10
   841   0.338350E-09   0.156906E-11  -0.203008E-11   0.482652E-07   0.220743E-10
   842   0.337588E-09   0.157571E-11  -0.177085E-11   0.481662E-07   0.219526E-10
   843   0.336801E-09   0.158322E-11  -0.151294E-11   0.480674E-07   0.218322E-10
   844   0.335991E-09   0.159157E-11  -0.125649E-11   0.479689E-07   0.217137E-10
   845   0.335154E-09   0.160077E-11  -0.100157E-11   0.478708E-07   0.215975E-10
   846   0.334294E-09   0.161083E-11  -0.748276E-12   0.477729E-07   0.214842E-10
   847   0.333408E-09   0.162175E-11  -0.496676E-12   0.476752E-07   0.213736E-10
   848   0.332496E-09   0.163353E-11  -0.246846E-12   0.475779E-07   0.212657E-10
   849   0.331559E-09   0.164616E-11   0.114136E-14   0.474808E-07   0.211601E-10
   850   0.330595E-09   0.165966E-11   0.247211E-12   0.473840E-07   0.210568E-10
   851   0.329605E-09   0.167403E-11   0.491290E-12   0.472875E-07   0.209557E-10
   852   0.328590E-09   0.168924E-11   0.733312E-12   0.471912E-07   0.208564E-10
   853   0.327550E-09   0.170529E-11   0.973211E-12   0.470953E-07   0.207589E-10
   854   0.326484E-09   0.172215E-11   0.121092E-11   0.469996E-07   0.206630E-10
   855   0.325397E-09   0.173983E-11   0.144637E-11   0.469042E-07   0.205685E-10
   856   0.324285E-09   0.175830E-11   0.167950E-11   0.468090E-07   0.204752E-10
   857   0.323153E-09   0.177754E-11   0.191025E-11   0.467141E-07   0.203831E-10
   858   0.322000E-09   0.179755E-11   0.213853E-11   0.466195E-07   0.202918E-10
   859   0.320825E-09   0.181832E-11   0.236424E-11   0.465251E-07   0.202013E-10
   860   0.319630E-09   0.183986E-11   0.258727E-11   0.464310E-07   0.201114E-10
   861   0.318414E-09   0.186214E-11   0.280751E-11   0.463372E-07   0.200218E-10
   862   0.317178E-09   0.188517E-11   0.302483E-11   0.462437E-07   0.199325E-10
   863   0.315923E-09   0.190897E-11   0.323913E-11   0.461504E-07   0.198433E-10
   864   0.314647E-09   0.193350E-11   0.345028E-11   0.460573E-07   0.197540E-10
   865   0.313352E-09   0.195878E-11   0.365818E-11   0.459646E-07   0.196645E-10
   866   0.312038E-09   0.198479E-11   0.386279E-11   0.458720E-07   0.195746E-10
   867   0.310705E-09   0.201153E-11   0.406410E-11   0.457798E-07   0.194842E-10
   868   0.309352E-09   0.203897E-11   0.426207E-11   0.456878E-07   0.193930E-10
   869   0.307982E-09   0.206711E-11   0.445669E-11   0.455960E-07   0.193011E-10
   870   0.306593E-09   0.209594E-11   0.464792E-11   0.455045E-07   0.192081E-10
   871   0.305185E-09   0.212543E-11   0.483575E-11   0.454133E-07   0.191141E-10
   872   0.303761E-09   0.215559E-11   0.502015E-11   0.453223E-07   0.190187E-10
   873   0.302319E-09   0.218638E-11   0.520104E-11   0.452316E-07   0.189219E-10
   874   0.300861E-09   0.221781E-11   0.537836E-11   0.451411E-07   0.188235E-10
   875   0.299387E-09   0.224986E-11   0.555201E-11   0.450509E-07   0.187234E-10
   876   0.297897E-09   0.228250E-11   0.572194E-11   0.449609E-07   0.186214E-10
   877   0.296393E-09   0.231573E-11   0.588805E-11   0.448712E-07   0.185174E-10
   878   0.294877E-09   0.234952E-11   0.605027E-11   0.447817E-07   0.184112E-10
   879   0.293347E-09   0.238387E-11   0.620853E-11   0.446925E-07   0.183026E-10
   880   0.291806E-09   0.241877E-11   0.636276E-11   0.446035E-07   0.181916E-10
   881   0.290251E-09   0.245419E-11   0.651289E-11   0.445147E-07   0.180784E-10
   882   0.288685E-09   0.249014E-11   0.665886E-11   0.444262E-07   0.179632E-10
   883   0.287107E-09   0.252660E-11   0.680058E-11   0.443379E-07   0.178464E-10
   884   0.285518E-09   0.256356E-11   0.693802E-11   0.442499E-07   0.177282E-10
   885   0.283917E-09   0.260101E-11   0.707107E-11   0.441621E-07   0.176088E-10
   886   0.282306E-09   0.263893E-11   0.719970E-11   0.440746E-07   0.174885E-10
   887   0.280684E-09   0.267732E-11   0.732388E-11   0.439873E-07   0.173677E-10
   888   0.279052E-09   0.271616E-11   0.744360E-11   0.439002E-07   0.172465E-10
   889   0.277410E-09   0.275541E-11   0.755887E-11   0.438134E-07   0.171253E-10
   890   0.275760E-09   0.279509E-11   0.766966E-11   0.437268E-07   0.170043E-10
   891   0.274102E-09   0.283516E-11   0.777597E-11   0.436405E-07   0.168838E-10
   892   0.272435E-09   0.287561E-11   0.787779E-11   0.435543E-07   0.167640E-10
   893   0.270760E-09   0.291642E-11   0.797511E-11   0.434685E-07   0.166453E-10
   894   0.269080E-09   0.295757E-11   0.806791E-11   0.433828E-07   0.165278E-10
   895   0.267392E-09   0.299905E-11   0.815617E-11   0.432974E-07   0.164119E-10
   896   0.265699E-09   0.304082E-11   0.823987E-11   0.432122E-07   0.162979E-10
   897   0.264000E-09   0.308289E-11   0.831899E-11   0.431272E-07   0.161858E-10
   898   0.262296E-09   0.312522E-11   0.839351E-11   0.430425E-07   0.160756E-10
   899   0.260589E-09   0.316778E-11   0.846343E-11   0.429580E-07   0.159669E-10
   900   0.258877E-09   0.321058E-11   0.852872E-11   0.428737E-07   0.158594E-10
   901   0.257162E-09   0.325359E-11   0.858937E-11   0.427897E-07   0.157528E-10
   902   0.255445E-09   0.329678E-11   0.864537E-11   0.427058E-07   0.156469E-10
   903   0.253726E-09   0.334016E-11   0.869671E-11   0.426222E-07   0.155413E-10
   904   0.252005E-09   0.338369E-11   0.874338E-11   0.425389E-07   0.154358E-10
   905   0.250282E-09   0.342736E-11   0.878537E-11   0.424557E-07   0.153300E-10
   906   0.248559E-09   0.347117E-11   0.882266E-11   0.423728E-07   0.152236E-10
   907   0.246837E-09   0.351508E-11   0.885525E-11   0.422901E-07   0.151164E-10
   908   0.245115E-09   0.355907E-11   0.888314E-11   0.422076E-07   0.150081E-10
   909   0.243394E-09   0.360316E-11   0.890635E-11   0.421253E-07   0.148983E-10
   910   0.241674E-09   0.364730E-11   0.892489E-11   0.420433E-07   0.147868E-10
   911   0.239956E-09   0.369148E-11   0.893877E-11   0.419614E-07   0.146732E-10
   912   0.238241E-09   0.373570E-11   0.894800E-11   0.418798E-07   0.145574E-10
   913   0.236528E-09   0.377993E-11   0.895260E-11   0.417984E-07   0.144389E-10
   914   0.234819E-09   0.382415E-11   0.895257E-11   0.417172E-07   0.143176E-10
   915   0.233112E-09   0.386835E-11   0.894794E-11   0.416363E-07   0.141937E-10
   916   0.231410E-09   0.391252E-11   0.893871E-11   0.415555E-07   0.140675E-10
   917   0.229713E-09   0.395662E-11   0.892488E-11   0.414750E-07   0.139391E-10
   918   0.228019E-09   0.400064E-11   0.890650E-11   0.413947E-07   0.138090E-10
   919   0.226331E-09   0.404456E-11   0.888356E-11   0.413146E-07   0.136774E-10
   920   0.224650E-09   0.408837E-11   0.885607E-11   0.412347E-07   0.135446E-10
   921   0.222973E-09   0.413203E-11   0.882406E-11   0.411550E-07   0.134109E-10
   922   0.221304E-09   0.417554E-11   0.878757E-11   0.410755E-07   0.132765E-10
   923   0.219642E-09   0.421888E-11   0.874663E-11   0.409963E-07   0.131417E-10
   924   0.217987E-09   0.426204E-11   0.870129E-11   0.409172E-07   0.130068E-10
   925   0.216341E-09   0.430497E-11   0.865159E-11   0.408384E-07   0.128722E-10
   926   0.214703E-09   0.434769E-11   0.859757E-11   0.407597E-07   0.127380E-10
   927   0.213075E-09   0.439017E-11   0.853928E-11   0.406813E-07   0.126046E-10
   928   0.211457E-09   0.443239E-11   0.847675E-11   0.406031E-07   0.124722E-10
   929   0.209849E-09   0.447433E-11   0.841003E-11   0.405250E-07   0.123411E-10
   930   0.208251E-09   0.451598E-11   0.833914E-11   0.404472E-07   0.122117E-10
   931   0.206664E-09   0.455731E-11   0.826412E-11   0.403696E-07   0.120841E-10
   932   0.205089E-09   0.459831E-11   0.818501E-11   0.402922E-07   0.119583E-10
   933   0.203525E-09   0.463897E-11   0.810184E-11   0.402150E-07   0.118343E-10
   934   0.201973E-09   0.467926E-11   0.801466E-11   0.401380E-07   0.117120E-10
   935   0.200434E-09   0.471917E-11   0.792350E-11   0.400612E-07   0.115914E-10
   936   0.198907E-09   0.475867E-11   0.782841E-11   0.399846E-07   0.114724E-10
   937   0.197393E-09   0.479777E-11   0.772945E-11   0.399082E-07   0.113549E-10
   938   0.195892E-09   0.483644E-11   0.762667E-11   0.398320E-07   0.112389E-10
   939   0.194406E-09   0.487467E-11   0.752012E-11   0.397560E-07   0.111244E-10
   940   0.192932E-09   0.491243E-11   0.740986E-11   0.396802E-07   0.110112E-10
   941   0.191473E-09   0.494973E-11   0.729593E-11   0.396046E-07   0.108994E-10
   942   0.190028E-09   0.498654E-11   0.717839E-11   0.395291E-07   0.107888E-10
   943   0.188599E-09   0.502284E-11   0.705731E-11   0.394539E-07   0.106794E-10
   944   0.187184E-09   0.505863E-11   0.693275E-11   0.393789E-07   0.105712E-10
   945   0.185785E-09   0.509389E-11   0.680477E-11   0.393041E-07   0.104640E-10
   946   0.184401E-09   0.512862E-11   0.667343E-11   0.392294E-07   0.103579E-10
   947   0.183033E-09   0.516278E-11   0.653882E-11   0.391550E-07   0.102528E-10
   948   0.181682E-09   0.519639E-11   0.640100E-11   0.390808E-07   0.101486E-10
   949   0.180346E-09   0.522942E-11   0.626000E-11   0.390067E-07   0.100453E-10
   950   0.179028E-09   0.526186E-11   0.611593E-11   0.389328E-07   0.994272E-11
   951   0.177727E-09   0.529368E-11   0.596882E-11   0.388592E-07   0.984089E-11
   952   0.176443E-09   0.532489E-11   0.581874E-11   0.387857E-07   0.973973E-11
   953   0.175177E-09   0.535546E-11   0.566575E-11   0.387124E-07   0.963916E-11
   954   0.173928E-09   0.538538E-11   0.550993E-11   0.386393E-07   0.953912E-11
   955   0.172697E-09   0.541463E-11   0.535132E-11   0.385664E-07   0.943955E-11
   956   0.171485E-09   0.544320E-11   0.519002E-11   0.384937E-07   0.934038E-11
   957   0.170291E-09   0.547108E-11   0.502607E-11   0.384211E-07   0.924154E-11
   958   0.169116E-09   0.549827E-11   0.485958E-11   0.383488E-07   0.914298E-11
   959   0.167960E-09   0.552475E-11   0.469064E-11   0.382766E-07   0.904462E-11
   960   0.166823E-09   0.555053E-11   0.451933E-11   0.382046E-07   0.894641E-11
   961   0.165706E-09   0.557558E-11   0.434572E-11   0.381328E-07   0.884827E-11
   962   0.164609E-09   0.559990E-11   0.416992E-11   0.380612E-07   0.875014E-11
